interaction_id,chain_id,protein_name,organism,num_residues
3161,7p1g_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
3162,7p1g_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
3162,7p1g_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
3163,7p1g_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
3163,7p1g_O,"Maltose/maltodextrin-binding periplasmic protein,Adenylate cyclase ExoY",Pseudomonas aeruginosa PAO1,773
3164,7p1g_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
3164,7p1g_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
3167,9az4_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,371
3167,9az4_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,371
3168,9az4_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,371
3168,9az4_F,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,371
3169,9az4_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,371
3169,9az4_G,Inverted formin-2,Homo sapiens,437
3172,6upv_C,"Actin, alpha skeletal muscle",Gallus gallus,375
3172,6upv_L,Catenin alpha-1,Homo sapiens,906
3173,6upv_C,"Actin, alpha skeletal muscle",Gallus gallus,375
3173,6upv_M,Catenin alpha-1,Homo sapiens,906
3175,6upv_A,"Actin, alpha skeletal muscle",Gallus gallus,375
3175,6upv_C,"Actin, alpha skeletal muscle",Gallus gallus,375
3176,6upv_C,"Actin, alpha skeletal muscle",Gallus gallus,375
3176,6upv_D,"Actin, alpha skeletal muscle",Gallus gallus,375
3177,6upv_C,"Actin, alpha skeletal muscle",Gallus gallus,375
3177,6upv_E,"Actin, alpha skeletal muscle",Gallus gallus,375
318,8c4c_B,"Actin, alpha skeletal muscle",Gallus gallus,377
318,8c4c_C,"Actin, alpha skeletal muscle",Gallus gallus,377
3183,9az4_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,371
3183,9az4_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,371
3184,9az4_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,371
3184,9az4_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,371
3185,9az4_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,371
3185,9az4_H,Inverted formin-2,Homo sapiens,437
319,8c4c_B,"Actin, alpha skeletal muscle",Gallus gallus,377
319,8c4c_D,"Actin, alpha skeletal muscle",Gallus gallus,377
3190,6upv_B,"Actin, alpha skeletal muscle",Gallus gallus,375
3190,6upv_C,"Actin, alpha skeletal muscle",Gallus gallus,375
3191,6upv_A,"Actin, alpha skeletal muscle",Gallus gallus,375
3191,6upv_B,"Actin, alpha skeletal muscle",Gallus gallus,375
3192,6upv_B,"Actin, alpha skeletal muscle",Gallus gallus,375
3192,6upv_D,"Actin, alpha skeletal muscle",Gallus gallus,375
3195,8zb7_A,"Actin, alpha cardiac muscle 1",Homo sapiens,371
3195,8zb7_K,Myosin-7,Homo sapiens,776
32,8efi_B,"Actin, alpha cardiac muscle 1",Sus scrofa,377
32,8efi_F,"Actin, alpha cardiac muscle 1",Sus scrofa,377
320,8c4c_B,"Actin, alpha skeletal muscle",Gallus gallus,377
320,8c4c_M,Cell invasion protein SipA,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,173
3200,9az4_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,371
3200,9az4_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,371
3201,9az4_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,371
3201,9az4_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,371
3202,9az4_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,371
3202,9az4_G,Inverted formin-2,Homo sapiens,437
3208,8zb7_F,"Actin, alpha cardiac muscle 1",Homo sapiens,371
3208,8zb7_M,Myosin-7,Homo sapiens,776
321,8c4c_B,"Actin, alpha skeletal muscle",Gallus gallus,377
321,8c4c_N,Cell invasion protein SipA,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,173
3213,8zb7_F,"Actin, alpha cardiac muscle 1",Homo sapiens,371
3213,8zb7_O,Tropomyosin alpha-1 chain,Homo sapiens,166
3214,8zb7_F,"Actin, alpha cardiac muscle 1",Homo sapiens,371
3214,8zb7_G,Myosin-7,Homo sapiens,776
3218,9az4_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,371
3218,9az4_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,371
3219,9az4_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,371
3219,9az4_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,371
322,6vao_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
322,6vao_G,Cofilin-1,Homo sapiens,166
3226,8zb7_E,"Actin, alpha cardiac muscle 1",Homo sapiens,371
3226,8zb7_F,"Actin, alpha cardiac muscle 1",Homo sapiens,371
3227,8zb7_E,"Actin, alpha cardiac muscle 1",Homo sapiens,371
3227,8zb7_J,Myosin-7,Homo sapiens,776
3228,8zb7_E,"Actin, alpha cardiac muscle 1",Homo sapiens,371
3228,8zb7_K,Myosin-7,Homo sapiens,776
3229,8zb7_A,"Actin, alpha cardiac muscle 1",Homo sapiens,371
3229,8zb7_E,"Actin, alpha cardiac muscle 1",Homo sapiens,371
323,6vao_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
323,6vao_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
3230,8zb7_E,"Actin, alpha cardiac muscle 1",Homo sapiens,371
3230,8zb7_N,Tropomyosin alpha-1 chain,Homo sapiens,166
3238,8zb7_D,"Actin, alpha cardiac muscle 1",Homo sapiens,371
3238,8zb7_E,"Actin, alpha cardiac muscle 1",Homo sapiens,371
3239,8zb7_D,"Actin, alpha cardiac muscle 1",Homo sapiens,371
3239,8zb7_F,"Actin, alpha cardiac muscle 1",Homo sapiens,371
324,6vao_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
324,6vao_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
3240,8zb7_D,"Actin, alpha cardiac muscle 1",Homo sapiens,371
3240,8zb7_I,Myosin-7,Homo sapiens,776
3241,8zb7_D,"Actin, alpha cardiac muscle 1",Homo sapiens,371
3241,8zb7_J,Myosin-7,Homo sapiens,776
3242,8zb7_D,"Actin, alpha cardiac muscle 1",Homo sapiens,371
3242,8zb7_L,Tropomyosin alpha-1 chain,Homo sapiens,166
3251,8zb7_C,"Actin, alpha cardiac muscle 1",Homo sapiens,371
3251,8zb7_E,"Actin, alpha cardiac muscle 1",Homo sapiens,371
3252,8zb7_C,"Actin, alpha cardiac muscle 1",Homo sapiens,371
3252,8zb7_F,"Actin, alpha cardiac muscle 1",Homo sapiens,371
3253,8zb7_C,"Actin, alpha cardiac muscle 1",Homo sapiens,371
3253,8zb7_P,Tropomyosin alpha-1 chain,Homo sapiens,166
3254,8zb7_C,"Actin, alpha cardiac muscle 1",Homo sapiens,371
3254,8zb7_G,Myosin-7,Homo sapiens,776
3255,8zb7_A,"Actin, alpha cardiac muscle 1",Homo sapiens,371
3255,8zb7_C,"Actin, alpha cardiac muscle 1",Homo sapiens,371
3262,6t1y_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
3262,6t1y_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
3263,8zb7_B,"Actin, alpha cardiac muscle 1",Homo sapiens,371
3263,8zb7_M,Myosin-7,Homo sapiens,776
3264,8zb7_B,"Actin, alpha cardiac muscle 1",Homo sapiens,371
3264,8zb7_D,"Actin, alpha cardiac muscle 1",Homo sapiens,371
3265,8zb7_B,"Actin, alpha cardiac muscle 1",Homo sapiens,371
3265,8zb7_F,"Actin, alpha cardiac muscle 1",Homo sapiens,371
3266,8zb7_B,"Actin, alpha cardiac muscle 1",Homo sapiens,371
3266,8zb7_P,Tropomyosin alpha-1 chain,Homo sapiens,166
3267,8zb7_B,"Actin, alpha cardiac muscle 1",Homo sapiens,371
3267,8zb7_H,Myosin-7,Homo sapiens,776
327,8vaa_E,"Actin, alpha skeletal muscle",Bos taurus,370
327,8vaa_F,"Actin, alpha skeletal muscle",Bos taurus,370
328,8vaa_E,"Actin, alpha skeletal muscle",Bos taurus,370
328,8vaa_G,"Actin, alpha skeletal muscle",Bos taurus,370
3282,6t1y_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
3282,6t1y_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
3283,6t1y_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
3283,6t1y_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
3292,8d16_F,"Actin, alpha skeletal muscle, intermediate form",Gallus gallus,371
3292,8d16_G,"Actin, alpha skeletal muscle, intermediate form",Gallus gallus,371
3294,6t1y_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
3294,6t1y_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
3295,6t1y_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
3295,6t1y_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
3296,6t1y_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
3296,6t1y_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
3297,6t1y_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
3297,6t1y_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
33,8efi_B,"Actin, alpha cardiac muscle 1",Sus scrofa,377
33,8efi_P,Tropomyosin alpha-1 chain,Homo sapiens,284
3305,8d16_E,"Actin, alpha skeletal muscle, intermediate form",Gallus gallus,371
3305,8d16_F,"Actin, alpha skeletal muscle, intermediate form",Gallus gallus,371
3306,8d16_E,"Actin, alpha skeletal muscle, intermediate form",Gallus gallus,371
3306,8d16_G,"Actin, alpha skeletal muscle, intermediate form",Gallus gallus,371
331,8iah_6,Dematin actin binding protein,Sus scrofa,405
331,8iah_F,"Actin, cytoplasmic 1",Sus scrofa,375
3316,8d16_D,"Actin, alpha skeletal muscle, intermediate form",Gallus gallus,371
3316,8d16_E,"Actin, alpha skeletal muscle, intermediate form",Gallus gallus,371
3317,8d16_D,"Actin, alpha skeletal muscle, intermediate form",Gallus gallus,371
3317,8d16_F,"Actin, alpha skeletal muscle, intermediate form",Gallus gallus,371
3319,6t20_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
3319,6t20_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
3327,8d16_C,"Actin, alpha skeletal muscle, intermediate form",Gallus gallus,371
3327,8d16_D,"Actin, alpha skeletal muscle, intermediate form",Gallus gallus,371
3328,8d16_C,"Actin, alpha skeletal muscle, intermediate form",Gallus gallus,371
3328,8d16_E,"Actin, alpha skeletal muscle, intermediate form",Gallus gallus,371
3337,8d16_B,"Actin, alpha skeletal muscle, intermediate form",Gallus gallus,371
3337,8d16_C,"Actin, alpha skeletal muscle, intermediate form",Gallus gallus,371
3338,8d16_B,"Actin, alpha skeletal muscle, intermediate form",Gallus gallus,371
3338,8d16_D,"Actin, alpha skeletal muscle, intermediate form",Gallus gallus,371
334,8iah_F,"Actin, cytoplasmic 1",Sus scrofa,375
334,8iah_G,"Actin, cytoplasmic 1",Sus scrofa,375
3340,6t20_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
3340,6t20_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
3341,6t20_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
3341,6t20_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
3346,8d16_A,"Actin, alpha skeletal muscle, intermediate form",Gallus gallus,371
3346,8d16_B,"Actin, alpha skeletal muscle, intermediate form",Gallus gallus,371
3347,8d16_A,"Actin, alpha skeletal muscle, intermediate form",Gallus gallus,371
3347,8d16_C,"Actin, alpha skeletal muscle, intermediate form",Gallus gallus,371
3348,6t20_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
3348,6t20_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
3349,6t20_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
3349,6t20_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
335,8iah_F,"Actin, cytoplasmic 1",Sus scrofa,375
335,8iah_H,"Actin, cytoplasmic 1",Sus scrofa,375
3350,6t20_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
3350,6t20_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
3351,6t20_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
3351,6t20_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
336,8iah_F,"Actin, cytoplasmic 1",Sus scrofa,375
336,8iah_P,Spectrin beta chain,Sus scrofa,2148
337,8iah_F,"Actin, cytoplasmic 1",Sus scrofa,375
337,8iah_R,Spectrin beta chain,Sus scrofa,2148
3375,7r8v_D,"Actin, alpha skeletal muscle, intermediate form",Gallus gallus,371
3375,7r8v_E,"Actin, alpha skeletal muscle, intermediate form",Gallus gallus,371
3383,6t23_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
3383,6t23_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
3388,7ahn_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
3388,7ahn_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
339,9hm9_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,374
339,9hm9_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,374
3390,7r8v_C,"Actin, alpha skeletal muscle, intermediate form",Gallus gallus,371
3390,7r8v_E,"Actin, alpha skeletal muscle, intermediate form",Gallus gallus,371
3395,6t23_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
3395,6t23_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
3396,6t23_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
3396,6t23_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
3401,7ahn_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
3401,7ahn_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
3403,7r8v_A,"Actin, alpha skeletal muscle, intermediate form",Gallus gallus,371
3403,7r8v_D,"Actin, alpha skeletal muscle, intermediate form",Gallus gallus,371
3406,9p1i_b,"Actin, cytoplasmic 1",Homo sapiens,375
3406,9p1i_m,VopV,Vibrio parahaemolyticus,2402
3407,9p1i_b,"Actin, cytoplasmic 1",Homo sapiens,375
3407,9p1i_n,VopV,Vibrio parahaemolyticus,2402
3409,6t23_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
3409,6t23_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
341,8c4c_A,"Actin, alpha skeletal muscle",Gallus gallus,377
341,8c4c_B,"Actin, alpha skeletal muscle",Gallus gallus,377
3414,7ahn_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
3414,7ahn_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
3415,7r8v_A,"Actin, alpha skeletal muscle, intermediate form",Gallus gallus,371
3415,7r8v_B,"Actin, alpha skeletal muscle, intermediate form",Gallus gallus,371
3416,7r8v_B,"Actin, alpha skeletal muscle, intermediate form",Gallus gallus,371
3416,7r8v_C,"Actin, alpha skeletal muscle, intermediate form",Gallus gallus,371
3417,7r8v_B,"Actin, alpha skeletal muscle, intermediate form",Gallus gallus,371
3417,7r8v_D,"Actin, alpha skeletal muscle, intermediate form",Gallus gallus,371
3418,7r8v_B,"Actin, alpha skeletal muscle, intermediate form",Gallus gallus,371
3418,7r8v_E,"Actin, alpha skeletal muscle, intermediate form",Gallus gallus,371
342,8c4c_A,"Actin, alpha skeletal muscle",Gallus gallus,377
342,8c4c_C,"Actin, alpha skeletal muscle",Gallus gallus,377
3421,9p1i_a,"Actin, cytoplasmic 1",Homo sapiens,375
3421,9p1i_b,"Actin, cytoplasmic 1",Homo sapiens,375
3422,9p1i_a,"Actin, cytoplasmic 1",Homo sapiens,375
3422,9p1i_l,VopV,Vibrio parahaemolyticus,2402
3423,9p1i_a,"Actin, cytoplasmic 1",Homo sapiens,375
3423,9p1i_m,VopV,Vibrio parahaemolyticus,2402
3424,9p1i_a,"Actin, cytoplasmic 1",Homo sapiens,375
3424,9p1i_n,VopV,Vibrio parahaemolyticus,2402
3425,6t23_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
3425,6t23_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
3426,6t23_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
3426,6t23_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
3427,6t23_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
3427,6t23_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
343,8c4c_A,"Actin, alpha skeletal muscle",Gallus gallus,377
343,8c4c_M,Cell invasion protein SipA,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,173
3430,7ahn_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
3430,7ahn_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
3431,7ahn_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
3431,7ahn_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
3432,7ahn_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
3432,7ahn_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
3433,7ahn_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
3433,7ahn_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
3437,9p1i_Z,"Actin, cytoplasmic 1",Homo sapiens,375
3437,9p1i_a,"Actin, cytoplasmic 1",Homo sapiens,375
3438,9p1i_Z,"Actin, cytoplasmic 1",Homo sapiens,375
3438,9p1i_b,"Actin, cytoplasmic 1",Homo sapiens,375
3439,9p1i_Z,"Actin, cytoplasmic 1",Homo sapiens,375
3439,9p1i_k,VopV,Vibrio parahaemolyticus,2402
344,8c4c_A,"Actin, alpha skeletal muscle",Gallus gallus,377
344,8c4c_N,Cell invasion protein SipA,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,173
3440,9p1i_Z,"Actin, cytoplasmic 1",Homo sapiens,375
3440,9p1i_l,VopV,Vibrio parahaemolyticus,2402
3441,9p1i_Z,"Actin, cytoplasmic 1",Homo sapiens,375
3441,9p1i_m,VopV,Vibrio parahaemolyticus,2402
345,6vao_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
345,6vao_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
3452,9p1i_Y,"Actin, cytoplasmic 1",Homo sapiens,375
3452,9p1i_Z,"Actin, cytoplasmic 1",Homo sapiens,375
3453,9p1i_Y,"Actin, cytoplasmic 1",Homo sapiens,375
3453,9p1i_a,"Actin, cytoplasmic 1",Homo sapiens,375
3454,9p1i_Y,"Actin, cytoplasmic 1",Homo sapiens,375
3454,9p1i_j,VopV,Vibrio parahaemolyticus,2402
3455,9p1i_Y,"Actin, cytoplasmic 1",Homo sapiens,375
3455,9p1i_k,VopV,Vibrio parahaemolyticus,2402
3456,9p1i_Y,"Actin, cytoplasmic 1",Homo sapiens,375
3456,9p1i_l,VopV,Vibrio parahaemolyticus,2402
346,6vao_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
346,6vao_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
3461,6t24_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
3461,6t24_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
3467,7ahq_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
3467,7ahq_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
347,6vao_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
347,6vao_J,Cofilin-1,Homo sapiens,166
3471,9p1i_X,"Actin, cytoplasmic 1",Homo sapiens,375
3471,9p1i_Y,"Actin, cytoplasmic 1",Homo sapiens,375
3472,9p1i_X,"Actin, cytoplasmic 1",Homo sapiens,375
3472,9p1i_Z,"Actin, cytoplasmic 1",Homo sapiens,375
3473,9p1i_X,"Actin, cytoplasmic 1",Homo sapiens,375
3473,9p1i_i,VopV,Vibrio parahaemolyticus,2402
3474,9p1i_X,"Actin, cytoplasmic 1",Homo sapiens,375
3474,9p1i_j,VopV,Vibrio parahaemolyticus,2402
3475,9p1i_X,"Actin, cytoplasmic 1",Homo sapiens,375
3475,9p1i_k,VopV,Vibrio parahaemolyticus,2402
3480,6t24_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
3480,6t24_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
3481,6t24_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
3481,6t24_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
3486,7ahq_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
3486,7ahq_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
3487,7ahq_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
3487,7ahq_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
3491,9p1i_W,"Actin, cytoplasmic 1",Homo sapiens,375
3491,9p1i_X,"Actin, cytoplasmic 1",Homo sapiens,375
3492,9p1i_W,"Actin, cytoplasmic 1",Homo sapiens,375
3492,9p1i_Y,"Actin, cytoplasmic 1",Homo sapiens,375
3493,9p1i_W,"Actin, cytoplasmic 1",Homo sapiens,375
3493,9p1i_f,VopV,Vibrio parahaemolyticus,2402
3494,9p1i_W,"Actin, cytoplasmic 1",Homo sapiens,375
3494,9p1i_i,VopV,Vibrio parahaemolyticus,2402
3495,9p1i_W,"Actin, cytoplasmic 1",Homo sapiens,375
3495,9p1i_j,VopV,Vibrio parahaemolyticus,2402
350,8vaa_D,"Actin, alpha skeletal muscle",Bos taurus,370
350,8vaa_E,"Actin, alpha skeletal muscle",Bos taurus,370
3501,6t24_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
3501,6t24_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
3502,6t24_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
3502,6t24_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
3507,7ahq_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
3507,7ahq_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
3508,7ahq_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
3508,7ahq_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
351,8vaa_D,"Actin, alpha skeletal muscle",Bos taurus,370
351,8vaa_F,"Actin, alpha skeletal muscle",Bos taurus,370
3513,9p1i_V,"Actin, cytoplasmic 1",Homo sapiens,375
3513,9p1i_d,VopV,Vibrio parahaemolyticus,2402
3514,9p1i_V,"Actin, cytoplasmic 1",Homo sapiens,375
3514,9p1i_e,VopV,Vibrio parahaemolyticus,2402
3515,9p1i_V,"Actin, cytoplasmic 1",Homo sapiens,375
3515,9p1i_h,VopV,Vibrio parahaemolyticus,2402
3520,6t24_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
3520,6t24_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
3521,6t24_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
3521,6t24_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
3525,7ahq_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
3525,7ahq_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
3526,7ahq_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
3526,7ahq_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
3528,9p1i_U,"Actin, cytoplasmic 1",Homo sapiens,375
3528,9p1i_V,"Actin, cytoplasmic 1",Homo sapiens,375
3529,9p1i_U,"Actin, cytoplasmic 1",Homo sapiens,375
3529,9p1i_e,VopV,Vibrio parahaemolyticus,2402
3530,9p1i_U,"Actin, cytoplasmic 1",Homo sapiens,375
3530,9p1i_h,VopV,Vibrio parahaemolyticus,2402
354,8iah_5,Dematin actin binding protein,Sus scrofa,405
354,8iah_E,"Actin, cytoplasmic 1",Sus scrofa,375
3542,9p3d_a,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,372
3542,9p3d_l,Vibrio VopV,Vibrio cholerae,47
3543,9p3d_a,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,372
3543,9p3d_m,Vibrio VopV,Vibrio cholerae,47
3547,9p1i_T,"Actin, cytoplasmic 1",Homo sapiens,375
3547,9p1i_V,"Actin, cytoplasmic 1",Homo sapiens,375
3548,9p1i_T,"Actin, cytoplasmic 1",Homo sapiens,375
3548,9p1i_c,VopV,Vibrio parahaemolyticus,2402
3549,9p1i_T,"Actin, cytoplasmic 1",Homo sapiens,375
3549,9p1i_d,VopV,Vibrio parahaemolyticus,2402
355,8iah_6,Dematin actin binding protein,Sus scrofa,405
355,8iah_E,"Actin, cytoplasmic 1",Sus scrofa,375
3550,9p1i_T,"Actin, cytoplasmic 1",Homo sapiens,375
3550,9p1i_g,VopV,Vibrio parahaemolyticus,2402
3555,6t25_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
3555,6t25_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
3561,7bt7_D,"Actin, alpha skeletal muscle",Gallus gallus,377
3561,7bt7_E,"Actin, alpha skeletal muscle",Gallus gallus,377
3564,9p3d_Z,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,372
3564,9p3d_a,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,372
3565,9p3d_Z,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,372
3565,9p3d_k,Vibrio VopV,Vibrio cholerae,47
3566,9p3d_Z,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,372
3566,9p3d_l,Vibrio VopV,Vibrio cholerae,47
3567,9p3d_Z,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,372
3567,9p3d_m,Vibrio VopV,Vibrio cholerae,47
3569,9p1i_S,"Actin, cytoplasmic 1",Homo sapiens,375
3569,9p1i_T,"Actin, cytoplasmic 1",Homo sapiens,375
3570,9p1i_S,"Actin, cytoplasmic 1",Homo sapiens,375
3570,9p1i_U,"Actin, cytoplasmic 1",Homo sapiens,375
3571,9p1i_S,"Actin, cytoplasmic 1",Homo sapiens,375
3571,9p1i_V,"Actin, cytoplasmic 1",Homo sapiens,375
3572,9p1i_S,"Actin, cytoplasmic 1",Homo sapiens,375
3572,9p1i_d,VopV,Vibrio parahaemolyticus,2402
3573,9p1i_S,"Actin, cytoplasmic 1",Homo sapiens,375
3573,9p1i_g,VopV,Vibrio parahaemolyticus,2402
3574,9p1i_S,"Actin, cytoplasmic 1",Homo sapiens,375
3574,9p1i_h,VopV,Vibrio parahaemolyticus,2402
3577,6t25_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
3577,6t25_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
3578,6t25_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
3578,6t25_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
358,8iah_E,"Actin, cytoplasmic 1",Sus scrofa,375
